Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock FL,Shock RR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts)
32.699,9812,88,181.6,55.5,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.32,2.62,0.01,0.01,0.01,2.35,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,3.32,0.01,0.01,0.01,2.4,0.04
32.799,10199,88,181.6,52,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.77,2.35,0.01,0.01,0.01,2.34,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,2.99,0.01,0.01,0.01,2.4,0.04
32.899,10335,88,181.6,76.3,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.2,2.12,0.01,0.01,0.01,2.37,0.04,0,0,0,0,0.68,-0.32,0.01,3.11,2.69,0.01,0.01,0.01,2.42,0.04
32.999,10103,88,181.6,70.8,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.32,1.92,0.01,0.01,0.01,2.3,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,2.43,0.01,0.01,0.01,2.35,0.04
33.099,10402,88,183.3,86.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.22,1.73,0.01,0.01,0.01,1.8,0.04,0,0,0,0,0.68,-0.32,0.01,3.03,2.2,0.01,0.01,0.01,1.84,0.04
33.199,9885,88,181.6,77.4,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.9,1.57,0.01,0.01,0.01,2.11,0.04,0,0,0,0,0.68,-0.32,0.01,3.02,1.99,0.01,0.01,0.01,2.16,0.04
33.299,10208,88,181.6,76.9,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.5,3.13,0.01,0.01,0.01,2.38,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,3.98,0.01,0.01,0.01,2.44,0.04
33.399,10354,88,181.6,80.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.72,2.92,0.01,0.01,0.01,2.18,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,3.71,0.01,0.01,0.01,2.23,0.04
33.5,10548,88,181.6,82.1,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.2,2.62,0.01,0.01,0.01,2.16,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,3.33,0.01,0.01,0.01,2.21,0.04
33.6,9894,88,183.3,87.5,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.42,2.36,0.01,0.01,0.01,2.03,0.04,0,0,0,0,0.68,-0.32,0.01,3,3,0.01,0.01,0.01,2.08,0.04
33.699,9032,88,183.3,87.9,10.5,530,100,100,100,0,0,1,0,0,0,0,0,62.4,2.13,0.01,0.01,0.01,2.07,0.04,0,0,0,0,0.68,-0.32,0.01,3,2.7,0.01,0.01,0.01,2.12,0.04
33.799,9441,88,181.7,88.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,57.88,1.92,0.01,0.01,0.01,2.02,0.04,0,0,0,0,0.68,-0.32,0.01,2.82,2.44,0.01,0.01,0.01,2.07,0.04
33.899,9550,88,181.6,97.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,58.32,1.74,0.01,0.01,0.01,2.01,0.04,0,0,0,0,0.68,-0.32,0.01,2.83,2.2,0.01,0.01,0.01,2.06,0.04
33.999,9644,88,183.4,98.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.38,1.57,0.01,0.01,0.01,2.2,0.04,0,0,0,0,0.68,-0.32,0.01,3.04,1.99,0.01,0.01,0.01,2.25,0.04
34.099,9995,88,183.4,92.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.72,1.42,0.01,0.01,0.01,2.33,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,1.8,0.01,0.01,0.01,2.39,0.04
34.2,10058,88,183.4,59.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,59.5,1.29,0.01,0.01,0.01,2.31,0.04,0,0,0,0,0.68,-0.32,0.01,2.88,1.63,0.01,0.01,0.01,2.36,0.04
34.3,10397,88,183.4,54.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,58,1.17,0.01,0.01,0.01,2.26,0.04,0,0,0,0,0.68,-0.32,0.01,2.82,1.48,0.01,0.01,0.01,2.32,0.04
34.399,10548,88,183.4,100,10.3,530,100,100,100,0,0,1,0,0,0,0,0,60.47,1.06,0.01,0.01,0.01,2.24,0.04,0,0,0,0,0.68,-0.32,0.01,2.92,1.35,0.01,0.01,0.01,2.29,0.04
34.5,10435,88,183.4,100,10.3,530,100,100,100,0,0,1,0,0,0,0,0,64.15,0.96,0.01,0.01,0.01,2.19,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,1.22,0.01,0.01,0.01,2.24,0.04
34.599,10484,88,183.4,100,10.3,530,100,100,100,0,0,1,0,0,0,0,0,64.84,0.87,0.01,0.01,0.01,2.12,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,1.11,0.01,0.01,0.01,2.17,0.04
34.699,10135,88,183.4,100,10.4,530,100,100,100,0,0,1,0,0,0,0,0,61.45,0.79,0.01,0.01,0.01,1.93,0.04,0,0,0,0,0.68,-0.32,0.01,2.96,1.01,0.01,0.01,0.01,1.98,0.04
34.799,10383,88,183.4,96.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.02,0.72,0.01,0.01,0.01,1.86,0.04,0,0,0,0,0.68,-0.32,0.01,2.98,0.92,0.01,0.01,0.01,1.91,0.04
34.899,9473,88,183.4,0,10.5,530,100,100,100,0,0,1,0,0,0,0,0,60.9,0.66,0.01,0.01,0.01,2.01,0.04,0,0,0,0,0.68,-0.32,0.01,2.94,0.84,0.01,0.01,0.01,2.06,0.04
34.999,9083,88,183.4,10.7,10.3,530,100,100,100,0,0,1,0,0,0,0,0,62.22,0.6,0.01,0.01,0.01,2.34,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,0.76,0.01,0.01,0.01,2.39,0.04
35.1,8345,88,183.4,10.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.45,0.54,0.01,0.01,0.01,1.86,0.04,0,0,0,0,0.68,-0.32,0.01,3.04,0.69,0.01,0.01,0.01,1.9,0.04
35.2,7381,88,183.4,9.3,10.5,530,100,100,100,0,0,1,0,0,0,0,0,60.82,1.17,0.01,0.01,0.01,1.95,0.04,0,0,0,0,0.68,-0.32,0.01,2.93,1.48,0.01,0.01,0.01,1.99,0.04
35.299,5996,88,183.4,12.6,10.5,530,100,100,100,0,0,1,0,0,0,0,0,52.82,2.98,0.01,0.01,0.01,2.02,0.04,0,0,0,0,0.68,-0.32,0.01,2.61,3.78,0.01,0.01,0.01,2.07,0.04
35.399,5043,88,183.4,15.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,42.52,2.67,0.01,0.01,0.01,2.08,0.04,0,0,0,0,0.68,-0.32,0.01,2.2,3.39,0.01,0.01,0.01,2.13,0.04
35.499,4524,88,183.4,10.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.7,2.4,0.01,0.01,0.01,1.96,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,3.05,0.01,0.01,0.01,2,0.04
35.599,4230,88,183.4,13.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,29.92,2.17,0.01,0.01,0.01,1.9,0.04,0,0,0,0,0.68,-0.32,0.01,1.7,2.75,0.01,0.01,0.01,1.95,0.04
35.699,4389,88,183.4,13.3,10.6,530,100,100,100,0,0,1,0,0,0,0,0,30.65,1.95,0.01,0.01,0.01,1.9,0.04,0,0,0,0,0.68,-0.32,0.01,1.73,2.48,0.01,0.01,0.01,1.95,0.04
35.799,4734,88,183.4,13.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,33.17,1.76,0.01,0.01,0.01,1.94,0.04,0,0,0,0,0.68,-0.32,0.01,1.83,2.24,0.01,0.01,0.01,1.99,0.04
35.899,4779,88,183.4,13.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.22,1.6,0.01,0.01,0.01,1.93,0.04,0,0,0,0,0.68,-0.32,0.01,1.91,2.03,0.01,0.01,0.01,1.97,0.04
35.999,4777,88,183.4,13.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.07,1.45,0.01,0.01,0.01,1.89,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,1.84,0.01,0.01,0.01,1.94,0.04
36.099,4745,88,183.4,13.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,37.38,1.31,0.01,0.01,0.01,1.87,0.04,0,0,0,0,0.68,-0.32,0.01,2,1.66,0.01,0.01,0.01,1.92,0.04
36.2,4752,88,183.4,13.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.07,1.19,0.01,0.01,0.01,1.82,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,1.51,0.01,0.01,0.01,1.86,0.04
36.299,4716,88,183.4,13.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,37.9,1.08,0.01,0.01,0.01,1.7,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,1.37,0.01,0.01,0.01,1.74,0.04
36.399,4770,88,183.4,13.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,37.55,0.98,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,1.24,0.01,0.01,0.01,1.65,0.04
36.499,4671,88,183.4,13.9,10.5,530,100,100,100,0,0,1,0,0,0,0,0,36.9,0.89,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,1.13,0.01,0.01,0.01,1.66,0.04
36.599,4727,88,183.4,13.9,10.5,530,100,100,100,0,0,1,0,0,0,0,0,36.59,0.81,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,1.02,0.01,0.01,0.01,1.65,0.04
36.699,4803,88,183.4,13.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.42,0.73,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,2.04,0.93,0.01,0.01,0.01,1.65,0.04
36.799,4682,88,183.4,13.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.25,0.67,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.85,0.01,0.01,0.01,1.65,0.04
36.899,4606,88,183.4,11,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.92,0.6,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.77,0.01,0.01,0.01,1.65,0.04
36.999,4616,88,183.4,11.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.77,0.55,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.7,0.01,0.01,0.01,1.65,0.04
37.099,4598,88,183.4,12.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.5,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.64,0.01,0.01,0.01,1.65,0.04
37.199,4595,88,183.4,12.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.47,0.46,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.58,0.01,0.01,0.01,1.65,0.04
37.299,4645,88,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.52,0.42,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.53,0.01,0.01,0.01,1.65,0.04
37.399,4626,88,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.3,0.38,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.48,0.01,0.01,0.01,1.66,0.04
37.5,4605,88,183.4,12.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,36.34,0.34,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.44,0.01,0.01,0.01,1.66,0.04
37.599,4722,88,183.4,12.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,36.95,0.31,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.4,0.01,0.01,0.01,1.66,0.04
37.699,4659,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.5,0.28,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.36,0.01,0.01,0.01,1.66,0.04
37.799,4685,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.07,0.26,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.33,0.01,0.01,0.01,1.66,0.04
37.899,4569,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.97,0.24,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.3,0.01,0.01,0.01,1.66,0.04
37.999,4613,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.88,0.22,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.27,0.01,0.01,0.01,1.66,0.04
38.099,4638,88,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.55,0.2,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.25,0.01,0.01,0.01,1.65,0.04
38.199,4581,88,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.72,0.18,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.23,0.01,0.01,0.01,1.65,0.04
38.299,4624,88,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.07,0.16,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.94,0.21,0.01,0.01,0.01,1.66,0.04
38.399,4572,88,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.38,0.15,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.19,0.01,0.01,0.01,1.66,0.04
38.499,4595,88,183.4,12.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,37.27,0.14,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.17,0.01,0.01,0.01,1.67,0.04
38.599,4485,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.02,0.13,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.16,0.01,0.01,0.01,1.67,0.04
38.699,4602,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.27,0.11,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.15,0.01,0.01,0.01,1.67,0.04
38.799,4615,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.55,0.1,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.13,0.01,0.01,0.01,1.67,0.04
38.899,4576,88,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.57,0.1,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.12,0.01,0.01,0.01,1.67,0.04
39,4637,88,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.57,0.09,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.11,0.01,0.01,0.01,1.67,0.04
39.099,4659,88,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.07,0.08,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.1,0.01,0.01,0.01,1.67,0.04
39.199,4612,88,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.02,0.07,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.09,0.01,0.01,0.01,1.67,0.04
39.299,4674,88,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.32,0.06,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.08,0.01,0.01,0.01,1.67,0.04
39.399,4667,88,183.4,13,10.5,530,100,100,100,0,0,1,0,0,0,0,0,37.55,0.06,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.08,0.01,0.01,0.01,1.67,0.04
39.499,4647,88,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.95,0.05,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,0.07,0.01,0.01,0.01,1.67,0.04
39.599,4542,88,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.8,0.05,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.06,0.01,0.01,0.01,1.67,0.04
39.699,4537,88,183.4,13.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.05,0.04,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.06,0.01,0.01,0.01,1.67,0.04
39.799,4574,88,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.95,0.04,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.05,0.01,0.01,0.01,1.67,0.04
39.899,4574,87.9,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.15,0.04,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.05,0.01,0.01,0.01,1.67,0.04
39.999,4591,87.9,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.92,0.04,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.05,0.01,0.01,0.01,1.67,0.04
40.099,4538,86.3,183.4,13,10.5,530,100,100,100,0,0,1,0,0,0,0,0,36.32,0.03,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.04,0.01,0.01,0.01,1.67,0.04
40.199,4403,86.4,183.4,12.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.82,0.03,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.04,0.01,0.01,0.01,1.67,0.04
40.299,4299,86.3,183.4,11.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,33.9,0.03,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.86,0.03,0.01,0.01,0.01,1.67,0.04
40.399,4383,86.3,183.4,11.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,34.38,0.03,0.01,0.01,0.01,1.64,0.04,0,0,0,0,0.68,-0.32,0.01,1.88,0.03,0.01,0.01,0.01,1.68,0.04
40.499,4574,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,35.72,0.02,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.93,0.03,0.01,0.01,0.01,1.67,0.04
40.599,4636,86.3,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.5,0.02,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.03,0.01,0.01,0.01,1.67,0.04
40.699,4545,86.3,183.4,13.1,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.97,0.02,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.02,0.01,0.01,0.01,1.67,0.04
40.799,4545,86.3,183.4,13.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.7,0.02,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.02,0.01,0.01,0.01,1.67,0.04
40.9,4521,86.3,183.4,13.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.65,0.02,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.02,0.01,0.01,0.01,1.67,0.04
40.999,4626,86.3,183.4,12.4,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.77,0.02,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,2.01,0.02,0.01,0.01,0.01,1.66,0.04
41.099,4528,86.3,183.4,11.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.22,0.01,0.01,0.01,0.01,1.63,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.02,0.01,0.01,0.01,1.66,0.04
41.199,4550,86.3,183.4,11.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.92,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.02,0.01,0.01,0.01,1.66,0.04
41.299,4578,86.3,183.4,10.5,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.17,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.02,0.01,0.01,0.01,1.66,0.04
41.399,4609,86.3,183.4,12.2,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.02,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,0.01,0.01,0.01,0.01,1.66,0.04
41.5,4462,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.63,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
41.599,4455,86.3,183.4,12.6,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
41.7,4580,86.3,183.4,12.5,10.5,530,100,100,100,0,0,1,0,0,0,0,0,37.25,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
41.799,4534,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.22,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
41.899,4520,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.3,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.66,0.04
41.999,4527,86.3,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.22,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
42.099,4632,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.5,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
42.2,4668,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.15,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
42.299,4574,86.3,183.4,12.8,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.15,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.99,0.01,0.01,0.01,0.01,1.66,0.04
42.399,4614,86.3,183.4,12.7,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.38,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.04,0.01,0.01,0.01,0.01,1.66,0.04
42.5,4648,86.3,183.4,12.8,10.7,530,100,100,100,0,0,1,0,0,0,0,0,38.67,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2.05,0.01,0.01,0.01,0.01,1.66,0.04
42.599,4584,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,38.07,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,2.02,0.01,0.01,0.01,0.01,1.65,0.04
42.699,4557,86.3,183.4,13.1,10.7,530,100,100,100,0,0,1,0,0,0,0,0,37.09,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
42.8,4528,86.3,183.4,12.9,10.7,530,100,100,100,0,0,1,0,0,0,0,0,36.25,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.95,0.01,0.01,0.01,0.01,1.65,0.04
42.899,4514,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.42,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
42.999,4473,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.59,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
43.099,4478,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.4,0.01,0.01,0.01,0.01,1.61,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.65,0.04
43.199,4547,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.8,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
43.299,4518,86.3,183.4,13,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.67,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
43.399,4503,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.59,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.96,0.01,0.01,0.01,0.01,1.66,0.04
43.499,4517,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.92,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.98,0.01,0.01,0.01,0.01,1.66,0.04
43.599,4453,86.3,183.4,12.9,10.6,530,100,100,100,0,0,1,0,0,0,0,0,37.4,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,2,0.01,0.01,0.01,0.01,1.66,0.04
43.7,4491,86.3,183.4,12.8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,36.75,0.01,0.01,0.01,0.01,1.62,0.04,0,0,0,0,0.68,-0.32,0.01,1.97,0.01,0.01,0.01,0.01,1.66,0.04
