Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Map Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts)
34.499,4495,77.2,167.2,12.1,12.56,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,43.82,3.13,4.76,1.5,2.13,0,0,13.7,0,0,-1,0.01,2.25,3.98,0.01,0.01,4.88,1.53,2.19
34.599,4509,77.2,167.2,12.2,12.56,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,45.17,3.16,4.75,1.54,2.12,0,0,13.7,0,0,-1,0.01,2.31,4.01,0.01,0.01,4.87,1.58,2.17
34.699,4470,77.2,167.2,12.2,12.49,12.4,530,100,100,100,100,0,0,1,0,0,0,0,0,44.88,3.11,4.68,1.56,2.14,0,0,13.9,0,0,-1,0.01,2.3,3.95,0.01,0.01,4.79,1.6,2.19
34.8,4521,77.2,167.2,12.1,12.47,12.5,530,100,100,100,100,0,0,1,0,0,0,0,0,44.63,3.11,4.67,1.61,2.13,0,0,13.9,0,0,-1,0.01,2.29,3.95,0.01,0.01,4.78,1.64,2.18
34.899,4468,77.2,167.2,12.3,12.48,12.5,530,100,100,100,100,0,0,1,0,0,0,0,0,44.5,3.12,4.54,1.61,2.07,0,0,13.6,0,0,-1,0.01,2.28,3.96,0.01,0.01,4.65,1.65,2.12
34.999,4441,77.2,167.2,12.3,12.45,12.5,530,100,100,100,100,0,0,0,0,0,0,0,0,44.2,3.25,4.76,1.62,2.12,0,0,13.7,0,0,-1,0.01,2.27,4.13,0.01,0.01,4.87,1.66,2.17
35.099,4459,77.2,167.2,12.2,12.39,12.5,530,100,100,100,100,0,0,0,0,0,0,0,0,44.45,3.1,4.71,1.61,2.13,0,0,13.6,0,0,-1,0.01,2.28,3.93,0.01,0.01,4.82,1.65,2.18
35.199,4498,77.2,167.2,12.1,12.47,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,45.13,2.97,4.41,1.56,2.13,0,0,13.5,0,0,-1,0.01,2.31,3.77,0.01,0.01,4.52,1.6,2.18
35.299,4516,77.2,167.2,12.4,12.47,12.4,530,100,100,100,100,0,0,1,0,0,0,0,0,45.02,3.23,4.68,1.56,2.09,0,0,12.7,0,0,-1,0.01,2.3,4.1,0.01,0.01,4.79,1.6,2.14
35.399,4612,77.2,167.2,12.4,12.5,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,47.3,3.2,4.57,1.61,2.12,0,0,13.1,0,0,-1,0.01,2.39,4.06,0.01,0.01,4.68,1.65,2.17
35.499,4616,77.2,167.2,12.5,12.39,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,47,3.01,4.58,1.59,1.93,0,0,12.9,0,0,-1,0.01,2.38,3.82,0.01,0.01,4.69,1.63,1.97
35.599,4586,77.2,167.2,12.5,12.42,12.5,530,100,100,100,100,0,0,0,0,0,0,0,0,45.75,3,4.52,1.59,2,0,0,12.5,0,0,-1,0.01,2.33,3.81,0.01,0.01,4.63,1.63,2.05
35.699,4612,77.2,167.2,12.5,12.35,12.5,530,100,100,100,100,0,0,0,0,0,0,0,0,46.38,3,4.61,1.61,1.98,0,0,12.7,0,0,-1,0.01,2.36,3.81,0.01,0.01,4.73,1.65,2.03
35.799,4569,77.2,167.2,12.4,12.44,12.5,530,100,100,100,100,0,0,1,0,0,0,0,0,45.97,2.69,4.61,1.61,2.02,0,0,12.6,0,0,-1,0.01,2.34,3.42,0.01,0.01,4.72,1.65,2.07
35.899,4471,77.2,167.2,12.4,12.51,12.5,530,100,100,100,100,0,0,0,0,0,0,0,0,45.45,3,4.68,1.62,2.09,0,0,12.5,0,0,-1,0.01,2.32,3.81,0.01,0.01,4.79,1.65,2.14
35.999,4550,77.2,167.2,12.4,12.44,12.5,530,100,100,100,100,0,0,1,0,0,0,0,0,45.7,2.69,4.51,1.62,1.98,0,0,12.4,0,0,-1,0.01,2.33,3.41,0.01,0.01,4.62,1.66,2.03
36.099,4709,77.2,167.2,12.5,12.49,12.5,530,100,100,100,100,0,0,0,0,0,0,0,0,46.38,2.42,4.72,1.64,2.08,0,0,12.4,0,0,-1,0.01,2.36,3.08,0.01,0.01,4.83,1.68,2.13
36.2,4631,77.2,167.2,12.4,12.49,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,46.65,2.7,4.5,1.63,2.05,0,0,12.4,0,0,-1,0.01,2.37,3.43,0.01,0.01,4.61,1.67,2.1
36.299,4730,77.2,167.2,12.4,12.48,12.4,530,100,100,100,100,0,0,1,0,0,0,0,0,47.63,2.8,4.59,1.62,1.98,0,0,11.7,0,0,-1,0.01,2.41,3.55,0.01,0.01,4.7,1.66,2.03
36.399,4738,77.2,167.2,12.5,12.47,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,47.25,2.51,4.45,1.63,1.99,0,0,11.9,0,0,-1,0.01,2.39,3.19,0.01,0.01,4.56,1.67,2.04
36.499,4643,77.2,167.2,12.5,12.44,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,46.2,2.27,4.61,1.63,2.07,0,0,11.9,0,0,-1,0.01,2.35,2.88,0.01,0.01,4.72,1.67,2.12
36.6,4625,77.2,167.2,12.4,12.44,12.4,530,100,100,100,100,0,0,1,0,0,0,0,0,46.72,2.98,4.59,1.57,2.06,0,0,11.5,0,0,-1,0.01,2.37,3.79,0.01,0.01,4.7,1.6,2.11
36.699,4688,77.2,167.2,12.4,12.43,12.4,530,100,100,100,100,0,0,1,0,0,0,0,0,47.42,3.04,4.58,1.58,1.96,0,0,11.2,0,0,-1,0.01,2.4,3.86,0.01,0.01,4.69,1.62,2.01
36.799,4689,77.2,167.2,12.3,12.49,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,47.72,2.73,4.37,1.64,2.04,0,0,11.4,0,0,-1,0.01,2.41,3.46,0.01,0.01,4.48,1.68,2.09
36.899,4645,77.2,167.2,12.1,12.43,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,46.5,2.99,4.68,1.64,2.1,0,0,11.3,0,0,-1,0.01,2.36,3.79,0.01,0.01,4.8,1.68,2.15
36.999,4730,77.2,167.2,12.2,12.44,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,47.17,2.73,4.47,1.66,1.93,0,0,10.9,0,0,-1,0.01,2.39,3.46,0.01,0.01,4.57,1.7,1.98
37.099,4634,77.2,167.2,12.2,12.4,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,46.09,2.46,4.62,1.67,2.1,0,0,10.7,0,0,-1,0.01,2.34,3.12,0.01,0.01,4.73,1.71,2.15
37.199,4654,77.2,167.2,12.4,12.47,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,46.34,2.21,4.72,1.67,2.05,0,0,10.4,0,0,-1,0.01,2.35,2.81,0.01,0.01,4.83,1.71,2.1
37.3,4557,77.2,167.2,12.3,12.42,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,45.9,2,4.69,1.65,2.09,0,0,9.8,0,0,-1,0.01,2.34,2.54,0.01,0.01,4.8,1.69,2.14
37.399,4611,77.2,167.2,12.2,12.42,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,46.3,1.81,4.7,1.67,2.07,0,0,9.5,0,0,-1,0.01,2.35,2.3,0.01,0.01,4.81,1.71,2.12
37.499,4682,77.2,167.2,12.2,12.47,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,47.67,1.64,4.68,1.67,2.07,0,0,9.2,0,0,-1,0.01,2.41,2.09,0.01,0.01,4.8,1.71,2.12
37.599,4730,77.2,167.2,12.3,12.42,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,48.07,1.49,4.5,1.67,1.93,0,0,8.6,0,0,-1,0.01,2.42,1.89,0.01,0.01,4.61,1.71,1.98
37.7,4595,77.2,167.2,12.3,12.42,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,45.65,1.35,4.7,1.68,2.08,0,0,8.5,0,0,-1,0.01,2.33,1.72,0.01,0.01,4.81,1.72,2.13
37.799,4596,77.2,167.2,12.1,12.48,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,44.65,1.23,4.69,1.7,2.11,0,0,8.3,0,0,-1,0.01,2.29,1.56,0.01,0.01,4.8,1.74,2.16
37.899,4618,77.2,167.2,12.3,12.47,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,45.34,1.12,4.7,1.71,2.13,0,0,7.7,0,0,-1,0.01,2.31,1.42,0.01,0.01,4.81,1.75,2.18
38,4662,77.2,167.2,12.4,12.42,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,44.57,1.02,4.67,1.71,2.06,0,0,7.2,0,0,-1,0.01,2.28,1.3,0.01,0.01,4.78,1.75,2.11
38.099,4703,77.2,167.2,12.4,12.44,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,44.82,0.93,4.6,1.69,2.04,0,0,6.9,0,0,-1,0.01,2.29,1.18,0.01,0.01,4.71,1.74,2.09
38.199,4631,77.2,167.2,12.2,12.38,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,45.42,0.85,4.65,1.67,2.04,0,0,6.6,0,0,-1,0.01,2.32,1.08,0.01,0.01,4.76,1.71,2.09
38.299,4724,77.2,167.2,12.2,12.42,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,46.67,0.77,4.7,1.67,2.02,0,0,6.1,0,0,-1,0.01,2.37,0.98,0.01,0.01,4.82,1.71,2.07
38.399,4553,77.2,167.2,12.2,12.39,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,45.07,0.7,4.71,1.67,2.11,0,0,5.6,0,0,-1,0.01,2.3,0.89,0.01,0.01,4.82,1.71,2.16
38.5,4656,77.2,167.2,12.3,12.35,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,46.05,0.64,4.63,1.65,2,0,0,5.3,0,0,-1,0.01,2.34,0.82,0.01,0.01,4.75,1.69,2.05
38.599,4704,77.2,167.2,12.2,12.39,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,45.63,0.59,4.67,1.65,2.09,0,0,4.8,0,0,-1,0.01,2.33,0.75,0.01,0.01,4.79,1.69,2.14
38.699,4653,77.2,167.2,12.2,12.38,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,45.59,0.54,4.66,1.65,2.09,0,0,4.4,0,0,-1,0.01,2.32,0.68,0.01,0.01,4.78,1.69,2.14
38.799,4645,77.2,167.2,12,12.44,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,46.09,0.49,4.63,1.65,2.08,0,0,4,0,0,-1,0.01,2.34,0.62,0.01,0.01,4.75,1.69,2.13
38.901,4548,77.2,167.2,12.1,12.44,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,45.45,0.45,4.69,1.65,2.14,0,0,3.6,0,0,-1,0.01,2.32,0.57,0.01,0.01,4.8,1.69,2.19
38.999,4562,77.2,167.2,12.2,12.39,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,45.52,0.41,4.74,1.65,2.13,0,0,3.1,0,0,-1,0.01,2.32,0.52,0.01,0.01,4.86,1.69,2.18
39.099,4568,77.2,167.2,12.1,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.25,0.37,4.74,1.65,2.13,0,0,3.1,0,0,-1,0.01,2.31,0.47,0.01,0.01,4.85,1.69,2.19
39.2,4596,77.2,167.2,12,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.15,0.34,4.77,1.65,2.14,0,0,2.6,0,0,-1,0.01,2.31,0.43,0.01,0.01,4.89,1.69,2.19
39.299,4558,77.2,167.2,12.1,12.38,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,44.59,0.31,4.73,1.65,2.12,0,0,2.1,0,0,-1,0.01,2.28,0.4,0.01,0.01,4.84,1.69,2.17
39.399,4616,77.2,167.2,12.2,12.43,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.07,0.28,4.7,1.65,2.13,0,0,2.1,0,0,-1,0.01,2.3,0.36,0.01,0.01,4.81,1.69,2.19
39.499,4577,77.2,167.2,12.1,12.38,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.88,0.26,4.74,1.65,2.13,0,0,2.1,0,0,-1,0.01,2.3,0.33,0.01,0.01,4.85,1.69,2.18
39.599,4570,77.2,167.2,12.2,12.44,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,45.13,0.24,4.75,1.65,2.13,0,0,1.5,0,0,-1,0.01,2.31,0.3,0.01,0.01,4.86,1.69,2.19
39.699,4539,77.2,167.2,12.1,12.38,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.42,0.22,4.72,1.65,2.11,0,0,1.5,0,0,-1,0.01,2.32,0.28,0.01,0.01,4.83,1.69,2.16
39.799,4593,77.2,167.2,12.1,12.39,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46,0.2,4.63,1.65,2.07,0,0,1.5,0,0,-1,0.01,2.34,0.25,0.01,0.01,4.74,1.69,2.12
39.9,4668,77.2,167.2,12.1,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.02,0.18,4.71,1.65,2.07,0,0,1.5,0,0,-1,0.01,2.3,0.23,0.01,0.01,4.82,1.69,2.12
39.999,4617,77.2,167.2,12.1,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.09,0.17,4.63,1.65,1.97,0,0,1.5,0,0,-1,0.01,2.34,0.21,0.01,0.01,4.74,1.69,2.01
40.099,4636,77.2,167.4,12.1,12.49,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46,0.15,4.75,1.65,2.12,0,0,1.5,0,0,-1,0.01,2.34,0.2,0.01,0.01,4.87,1.69,2.17
40.199,4725,77.2,167.2,12,12.39,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,47.34,0.14,4.63,1.65,1.99,0,0,1.5,0,0,-1,0.01,2.39,0.18,0.01,0.01,4.74,1.69,2.04
40.301,4607,77.2,167.4,12.1,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46,0.13,4.73,1.65,2.1,0,0,1.5,0,0,-1,0.01,2.34,0.17,0.01,0.01,4.85,1.69,2.15
40.399,4564,77.2,167.4,12.1,12.38,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.97,0.12,4.72,1.65,2.1,0,0,1.5,0,0,-1,0.01,2.34,0.15,0.01,0.01,4.84,1.69,2.15
40.499,4507,77.2,169,11.5,12.43,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.9,0.11,4.78,1.65,2.13,0,0,1.5,0,0,-1,0.01,2.34,0.14,0.01,0.01,4.9,1.69,2.18
40.599,4620,77.2,169,10.8,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.75,0.1,4.74,1.65,2.11,0,0,1.5,0,0,-1,0.01,2.33,0.13,0.01,0.01,4.85,1.69,2.16
40.699,4660,77.2,169,11.1,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.3,0.09,4.76,1.65,2.12,0,0,1.5,0,0,-1,0.01,2.35,0.12,0.01,0.01,4.87,1.69,2.17
40.799,4607,77.2,169,11.1,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.72,0.08,4.75,1.65,2.14,0,0,1.5,0,0,-1,0.01,2.33,0.11,0.01,0.01,4.86,1.69,2.19
40.899,4595,77.2,169,11.1,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.25,0.08,4.71,1.65,2.12,0,0,1.5,0,0,-1,0.01,2.35,0.1,0.01,0.01,4.83,1.69,2.17
40.999,4658,77.2,169,11.5,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,47.27,0.07,4.71,1.65,2.04,0,0,1.5,0,0,-1,0.01,2.39,0.09,0.01,0.01,4.83,1.69,2.09
41.099,4752,77.2,169,11.6,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.88,0.06,4.54,1.65,1.93,0,0,1.5,0,0,-1,0.01,2.38,0.08,0.01,0.01,4.65,1.69,1.98
41.199,4614,77.2,169,11.5,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.02,0.06,4.74,1.65,2.09,0,0,1.5,0,0,-1,0.01,2.3,0.08,0.01,0.01,4.85,1.69,2.14
41.299,4583,77.2,169,11.2,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.13,0.05,4.79,1.65,2.14,0,0,1.5,0,0,-1,0.01,2.31,0.07,0.01,0.01,4.91,1.69,2.19
41.399,4553,77.2,169,11.2,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.59,0.05,4.79,1.65,2.14,0,0,1.5,0,0,-1,0.01,2.28,0.07,0.01,0.01,4.91,1.69,2.19
41.499,4596,77.2,169,10.5,12.46,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.02,0.05,4.73,1.65,2.13,0,0,1.5,0,0,-1,0.01,2.34,0.06,0.01,0.01,4.84,1.69,2.18
41.599,4603,77.2,169,10.8,12.39,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.67,0.04,4.74,1.65,2.06,0,0,0.1,0,0,-1,0.01,2.33,0.06,0.01,0.01,4.85,1.69,2.11
41.699,4522,77.2,169,10.8,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.8,0.04,4.77,1.65,2.09,0,0,0.1,0,0,-1,0.01,2.29,0.05,0.01,0.01,4.89,1.69,2.14
41.799,4614,77.2,169,11,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.05,0.04,4.77,1.65,2.13,0,0,0.1,0,0,-1,0.01,2.34,0.05,0.01,0.01,4.89,1.69,2.18
41.899,4513,77.2,169,11.1,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.57,0.03,4.77,1.65,2.12,0,0,0.1,0,0,-1,0.01,2.28,0.04,0.01,0.01,4.88,1.69,2.17
41.999,4520,77.2,169,11,12.39,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.07,0.03,4.73,1.65,2.13,0,0,0.1,0,0,-1,0.01,2.3,0.04,0.01,0.01,4.84,1.69,2.19
42.099,4616,77.2,169,11,12.39,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.3,0.03,4.76,1.65,2.07,0,0,0.1,0,0,-1,0.01,2.35,0.04,0.01,0.01,4.87,1.69,2.12
42.199,4492,77.2,169,11.3,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.67,0.03,4.77,1.65,2.13,0,0,0.1,0,0,-1,0.01,2.29,0.03,0.01,0.01,4.89,1.69,2.18
42.299,4572,77.2,169,9.2,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45,0.02,4.77,1.65,2.14,0,0,0.1,0,0,-1,0.01,2.3,0.03,0.01,0.01,4.88,1.69,2.19
42.399,4543,77.2,169,10.7,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.45,0.02,4.76,1.65,2.13,0,0,0.1,0,0,-1,0.01,2.28,0.03,0.01,0.01,4.87,1.69,2.18
42.499,4553,77.2,169,10.9,12.42,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.52,0.02,4.78,1.65,2.14,0,0,0.1,0,0,-1,0.01,2.28,0.03,0.01,0.01,4.9,1.69,2.19
42.599,4554,77.2,169,10.9,12.47,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.84,0.02,4.77,1.65,2.13,0,0,0.1,0,0,-1,0.01,2.29,0.03,0.01,0.01,4.89,1.69,2.19
42.699,4663,77.2,169,11,12.49,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.8,0.02,4.73,1.65,2.08,0,0,0.1,0,0,-1,0.01,2.33,0.02,0.01,0.01,4.85,1.69,2.13
42.799,4665,77.2,169,11.2,12.35,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.45,0.02,4.72,1.65,2.09,0,0,0.1,0,0,-1,0.01,2.32,0.02,0.01,0.01,4.83,1.69,2.14
42.899,4646,77.2,169,11.4,12.43,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,46.47,0.01,4.74,1.65,2.12,0,0,0.1,0,0,-1,0.01,2.36,0.02,0.01,0.01,4.85,1.69,2.17
42.999,4590,77.2,169,11.3,12.38,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.82,0.01,4.76,1.65,2.13,0,0,0.1,0,0,-1,0.01,2.33,0.02,0.01,0.01,4.87,1.69,2.18
43.099,4582,77.2,169,10.8,12.49,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.57,0.01,4.79,1.66,2.13,0,0,0.1,0,0,-1,0.01,2.28,0.02,0.01,0.01,4.9,1.7,2.19
43.199,4544,77.2,169,10.9,12.51,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,44.27,0.01,4.78,1.66,2.13,0,0,0.1,0,0,-1,0.01,2.27,0.02,0.01,0.01,4.89,1.7,2.18
43.299,4531,77.2,169,11,12.54,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,43.88,0.01,4.78,1.66,2.13,0,0,0.1,0,0,-1,0.01,2.26,0.02,0.01,0.01,4.9,1.7,2.19
43.399,4357,77.2,169,10.8,12.5,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,41.67,0.01,4.78,1.66,2.14,0,0,0.1,0,0,-1,0.01,2.17,0.01,0.01,0.01,4.9,1.7,2.19
43.499,4177,77.2,169,7.6,12.57,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,39.34,0.01,4.67,1.66,2.14,0,0,0.1,0,0,-1,0.01,2.07,0.01,0.01,0.01,4.79,1.7,2.19
43.599,2915,77.2,169,0.5,13.21,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,22.84,0.01,4.8,1.66,2.14,0,0,0.1,0,0,-1,0.01,1.41,0.01,0.01,0.01,4.92,1.7,2.19
43.699,1701,77.2,169,0,14.34,11.6,530,100,100,100,100,0,0,0,0,0,0,0,0,6.95,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.78,0.01,0.01,0.01,4.93,1.7,2.19
43.799,899,77.2,170.7,3.9,14.42,11.5,530,100,100,100,100,0,0,1,0,0,0,0,0,0.75,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.69,2.19
43.899,899,77.2,170.8,5.6,14.39,11.4,530,100,100,100,100,0,0,1,0,0,0,0,0,1.05,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.7,2.19
43.999,899,77.2,170.8,6,14.39,11.3,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.69,2.19
44.099,899,77.2,170.8,6.4,14.39,11.3,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.69,2.19
44.199,899,77.2,170.8,6.4,14.39,11.3,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.7,2.19
44.299,899,77.2,170.8,5.9,14.39,11.3,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.69,2.19
44.399,899,77.2,170.8,5.4,14.39,11.2,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.7,2.19
44.499,899,77.2,170.8,5.8,14.39,11.2,530,100,100,100,100,0,0,1,0,0,0,0,0,0.88,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.7,2.19
44.599,899,77.2,170.8,6.1,14.39,11.2,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.7,2.19
44.699,899,77.2,170.8,7.6,14.42,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.69,2.19
44.799,899,77.2,170.8,8.6,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.84,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.69,2.19
44.899,899,77.2,170.8,9.5,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.88,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.7,2.19
44.999,899,77.2,170.8,7.3,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.82,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.7,2.19
45.099,899,77.2,170.8,8.2,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.92,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.54,0.01,0.01,0.01,4.93,1.69,2.19
45.199,899,77.2,170.8,9.4,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.8,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.7,2.19
45.299,899,77.2,170.8,14.1,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.82,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.7,2.19
45.399,899,77.2,170.8,17.8,14.42,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.82,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.7,2.19
45.499,899,77.2,170.8,30.1,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.84,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.69,2.19
45.599,899,77.2,170.8,30.7,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.84,0.01,4.81,1.65,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.69,2.19
45.7,0,77.2,170.8,34.3,14.39,11.1,530,100,100,100,100,0,0,1,0,0,0,0,0,0.8,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.7,2.19
45.799,0,77.2,170.8,36.5,14.39,11.2,530,100,100,100,100,0,0,1,0,0,0,0,0,0.8,0.01,4.81,1.66,2.14,0,0,0.1,0,0,-1,0.01,0.53,0.01,0.01,0.01,4.93,1.7,2.19
