Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Map Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
28.600,9375,77.2,161.8,0.0,6.77,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.92,3.13,4.29,1.63,1.86,0.0,0.0,34.8,0.0,0.00,-1.00,0.01,3.58,3.97,0.01,0.01,4.39,1.67,1.90,
28.701,8902,77.2,161.8,0.0,6.82,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.59,3.10,4.47,1.63,1.96,0.0,0.0,34.0,0.0,0.00,-1.00,0.01,3.48,3.94,0.01,0.01,4.57,1.67,2.01,
28.800,8932,77.2,163.5,0.0,6.95,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.30,3.20,4.61,1.62,1.92,0.0,0.0,33.1,0.0,0.00,-1.00,0.01,3.43,4.06,0.01,0.01,4.72,1.66,1.97,
28.900,8640,77.2,161.9,0.0,6.98,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.92,3.18,4.49,1.63,1.85,0.0,0.0,32.9,0.0,0.00,-1.00,0.01,3.42,4.03,0.01,0.01,4.60,1.67,1.89,
29.000,8466,77.2,161.8,0.0,7.10,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.90,3.02,4.39,1.62,1.79,0.0,0.0,32.0,0.0,0.00,-1.00,0.01,3.42,3.83,0.01,0.01,4.49,1.66,1.83,
29.100,8328,77.2,161.8,0.0,7.33,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.40,3.17,4.40,1.61,1.83,0.0,0.0,31.3,0.0,0.00,-1.00,0.01,3.40,4.02,0.01,0.01,4.50,1.65,1.87,
29.200,8166,77.2,161.8,0.0,7.41,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.65,3.22,4.26,1.63,1.80,0.0,0.0,30.8,0.0,0.00,-1.00,0.01,3.37,4.08,0.01,0.01,4.36,1.67,1.84,
29.301,7988,77.2,161.8,0.0,7.57,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.77,2.95,4.16,1.65,1.81,0.0,0.0,30.3,0.0,0.00,-1.00,0.01,3.33,3.75,0.01,0.01,4.26,1.69,1.85,
29.401,7767,77.2,161.8,0.0,7.75,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.52,3.15,4.13,1.65,1.83,0.0,0.0,29.1,0.0,0.00,-1.00,0.01,3.36,3.99,0.01,0.01,4.23,1.69,1.87,
29.501,7706,77.2,161.8,9.5,7.94,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.90,3.19,4.16,1.64,1.90,0.0,0.0,29.0,0.0,0.00,-1.00,0.01,3.38,4.05,0.01,0.01,4.26,1.68,1.95,
29.600,8273,77.2,161.8,9.3,8.41,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.95,3.00,4.21,1.65,1.80,0.0,0.0,28.8,0.0,0.00,-1.00,0.01,3.34,3.81,0.01,0.01,4.31,1.69,1.85,
29.701,7601,77.2,161.8,14.7,8.88,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.17,3.07,4.23,1.64,1.95,0.0,0.0,29.6,0.0,0.00,-1.00,0.01,3.23,3.90,0.01,0.01,4.33,1.68,1.99,
29.800,7769,77.2,161.8,10.4,9.25,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,69.40,2.86,3.94,1.64,1.85,0.0,0.0,28.5,0.0,0.00,-1.00,0.01,3.28,3.63,0.01,0.01,4.04,1.68,1.89,
29.900,7841,77.2,161.8,12.5,9.26,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.75,2.78,4.34,1.66,1.92,0.0,0.0,29.3,0.0,0.00,-1.00,0.01,3.37,3.53,0.01,0.01,4.44,1.70,1.96,
30.000,7832,77.2,161.8,14.9,9.34,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.15,3.10,4.08,1.65,1.84,0.0,0.0,29.1,0.0,0.00,-1.00,0.01,3.43,3.93,0.01,0.01,4.18,1.69,1.89,
30.100,7727,77.2,161.8,16.1,9.47,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.30,2.99,4.15,1.66,1.84,0.0,0.0,28.9,0.0,0.00,-1.00,0.01,3.43,3.80,0.01,0.01,4.25,1.70,1.89,
30.200,7758,77.2,161.8,10.7,9.47,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.90,2.69,4.03,1.65,1.92,0.0,0.0,29.2,0.0,0.00,-1.00,0.01,3.46,3.41,0.01,0.01,4.12,1.69,1.97,
30.300,7824,77.2,161.8,11.7,9.49,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.42,3.11,4.28,1.66,1.90,0.0,0.0,28.8,0.0,0.00,-1.00,0.01,3.48,3.95,0.01,0.01,4.39,1.70,1.95,
30.400,7709,77.2,161.8,11.4,9.41,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.20,3.10,4.13,1.66,1.88,0.0,0.0,28.9,0.0,0.00,-1.00,0.01,3.47,3.93,0.01,0.01,4.23,1.70,1.93,
30.500,7708,77.2,161.8,12.9,9.41,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.30,3.11,3.97,1.66,1.88,0.0,0.0,28.7,0.0,0.00,-1.00,0.01,3.47,3.94,0.01,0.01,4.07,1.70,1.92,
30.601,7671,77.2,161.8,12.4,9.49,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.92,3.06,4.29,1.66,1.92,0.0,0.0,28.8,0.0,0.00,-1.00,0.01,3.46,3.88,0.01,0.01,4.39,1.70,1.97,
30.700,7619,77.2,161.8,10.8,9.41,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.47,3.06,4.13,1.65,1.79,0.0,0.0,28.6,0.0,0.00,-1.00,0.01,3.48,3.89,0.01,0.01,4.23,1.69,1.83,
30.800,7627,77.2,161.8,11.3,9.49,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.20,3.07,4.25,1.64,1.83,0.0,0.0,28.6,0.0,0.00,-1.00,0.01,3.43,3.89,0.01,0.01,4.35,1.68,1.87,
30.900,7602,77.2,161.8,7.8,9.50,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.38,2.96,4.20,1.65,1.91,0.0,0.0,28.2,0.0,0.00,-1.00,0.01,3.48,3.76,0.01,0.01,4.30,1.69,1.96,
31.000,7497,77.2,161.8,6.7,9.52,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.17,3.02,4.12,1.65,1.91,0.0,0.0,28.2,0.0,0.00,-1.00,0.01,3.47,3.83,0.01,0.01,4.22,1.69,1.95,
31.100,7551,77.2,161.8,10.6,9.52,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.45,3.18,3.96,1.64,1.92,0.0,0.0,28.5,0.0,0.00,-1.00,0.01,3.48,4.04,0.01,0.01,4.06,1.68,1.97,
31.200,7526,77.2,161.8,11.4,9.41,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.22,3.10,4.00,1.64,1.95,0.0,0.0,28.0,0.0,0.00,-1.00,0.01,3.47,3.93,0.01,0.01,4.10,1.68,2.00,
31.300,7408,77.2,161.8,10.5,9.42,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.00,3.08,4.00,1.62,2.01,0.0,0.0,27.5,0.0,0.00,-1.00,0.01,3.46,3.91,0.01,0.01,4.09,1.66,2.05,
31.400,7307,77.2,161.8,17.6,9.63,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.15,3.10,4.15,1.62,1.97,0.0,0.0,27.5,0.0,0.00,-1.00,0.01,3.43,3.94,0.01,0.01,4.25,1.66,2.02,
31.500,7198,77.2,161.8,13.0,9.78,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.77,2.78,4.27,1.64,2.01,0.0,0.0,27.4,0.0,0.00,-1.00,0.01,3.45,3.53,0.01,0.01,4.37,1.68,2.06,
31.600,7127,77.2,161.8,10.6,10.06,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.55,2.50,4.26,1.65,1.99,0.0,0.0,27.3,0.0,0.00,-1.00,0.01,3.44,3.18,0.01,0.01,4.37,1.69,2.04,
31.700,7242,77.2,161.8,12.3,10.23,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.77,2.26,4.12,1.67,1.96,0.0,0.0,27.1,0.0,0.00,-1.00,0.01,3.45,2.87,0.01,0.01,4.21,1.71,2.01,
31.800,7620,77.2,161.8,13.4,9.91,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.84,2.62,4.28,1.66,1.88,0.0,0.0,26.8,0.0,0.00,-1.00,0.01,3.49,3.32,0.01,0.01,4.39,1.70,1.93,
31.900,7279,77.2,161.8,13.4,9.85,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.17,3.10,4.25,1.65,2.05,0.0,0.0,27.8,0.0,0.00,-1.00,0.01,3.47,3.93,0.01,0.01,4.36,1.69,2.10,
32.001,6950,77.2,161.8,11.4,10.25,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.15,3.09,4.06,1.65,2.01,0.0,0.0,26.8,0.0,0.00,-1.00,0.01,3.43,3.92,0.01,0.01,4.15,1.69,2.06,
32.100,6890,77.2,161.8,13.8,10.39,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.75,2.77,4.04,1.64,2.04,0.0,0.0,27.3,0.0,0.00,-1.00,0.01,3.37,3.51,0.01,0.01,4.14,1.68,2.09,
32.200,7458,77.2,161.8,8.0,10.12,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.70,3.10,4.14,1.64,1.89,0.0,0.0,26.4,0.0,0.00,-1.00,0.01,3.45,3.93,0.01,0.01,4.24,1.68,1.93,
32.300,7456,77.2,161.8,11.2,9.56,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.84,3.10,4.21,1.65,2.02,0.0,0.0,27.6,0.0,0.00,-1.00,0.01,3.45,3.94,0.01,0.01,4.31,1.69,2.07,
32.400,6652,77.2,161.8,5.3,9.85,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.72,2.98,4.35,1.65,2.02,0.0,0.0,26.3,0.0,0.00,-1.00,0.01,3.37,3.78,0.01,0.01,4.46,1.69,2.07,
32.500,6871,77.2,161.8,0.0,10.00,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.88,3.14,4.52,1.65,2.05,0.0,0.0,25.8,0.0,0.00,-1.00,0.01,3.42,3.99,0.01,0.01,4.63,1.69,2.10,
32.600,7653,77.2,161.8,0.0,9.35,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.09,3.08,4.38,1.64,1.87,0.0,0.0,25.6,0.0,0.00,-1.00,0.01,3.46,3.91,0.01,0.01,4.48,1.68,1.91,
32.703,6793,77.2,161.8,0.0,9.30,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.50,3.11,4.15,1.62,2.07,0.0,0.0,26.9,0.0,0.00,-1.00,0.01,3.40,3.95,0.01,0.01,4.25,1.66,2.12,
32.801,6505,77.2,161.8,2.1,9.54,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.57,3.09,4.51,1.60,1.97,0.0,0.0,25.6,0.0,0.00,-1.00,0.01,3.36,3.93,0.01,0.01,4.62,1.63,2.02,
32.900,6923,77.2,161.8,0.0,9.58,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.20,3.20,4.33,1.60,2.00,0.0,0.0,25.6,0.0,0.00,-1.00,0.01,3.39,4.06,0.01,0.01,4.43,1.63,2.05,
33.000,6618,77.2,161.8,0.0,9.39,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.97,3.14,4.45,1.57,2.04,0.0,0.0,25.4,0.0,0.00,-1.00,0.01,3.42,3.99,0.01,0.01,4.56,1.61,2.09,
33.100,6602,77.2,161.8,0.0,9.52,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.57,3.16,4.56,1.52,1.93,0.0,0.0,24.2,0.0,0.00,-1.00,0.01,3.44,4.02,0.01,0.01,4.67,1.55,1.98,
33.200,6459,77.2,161.8,0.1,9.67,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.67,3.17,4.58,1.51,2.01,0.0,0.0,23.8,0.0,0.00,-1.00,0.01,3.41,4.03,0.01,0.01,4.69,1.55,2.06,
33.300,6507,77.2,161.8,3.1,9.80,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.45,3.17,4.50,1.46,2.03,0.0,0.0,23.2,0.0,0.00,-1.00,0.01,3.44,4.03,0.01,0.01,4.60,1.49,2.08,
33.400,5863,77.2,161.8,3.6,10.96,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,69.63,3.17,4.80,1.27,2.10,0.0,0.0,22.1,0.0,0.00,-1.00,0.01,3.29,4.03,0.01,0.01,4.91,1.30,2.15,
33.500,6089,77.2,161.8,52.3,13.36,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.17,3.22,4.63,1.29,1.89,0.0,0.0,21.0,0.0,0.00,-1.00,0.01,3.31,4.08,0.01,0.01,4.74,1.32,1.93,
33.600,7336,77.2,161.8,55.7,13.25,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.02,3.18,4.70,1.29,2.06,0.0,0.0,23.8,0.0,0.00,-1.00,0.01,3.46,4.04,0.01,0.01,4.81,1.32,2.11,
33.700,6602,77.2,161.8,57.1,13.56,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.00,3.05,4.69,1.31,2.09,0.0,0.0,25.0,0.0,0.00,-1.00,0.01,3.42,3.87,0.01,0.01,4.80,1.35,2.14,
33.800,6890,78.8,161.8,56.4,13.52,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.34,3.15,4.76,1.31,2.03,0.0,0.0,27.5,0.0,0.00,-1.00,0.01,3.43,4.00,0.01,0.01,4.87,1.34,2.08,
33.900,6969,78.8,161.8,59.1,13.35,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.47,3.17,4.68,1.49,2.13,0.0,0.0,26.7,0.0,0.00,-1.00,0.01,3.44,4.02,0.01,0.01,4.79,1.53,2.18,
34.000,6925,79.0,161.8,59.1,13.54,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.25,3.00,4.65,1.48,2.08,0.0,0.0,26.3,0.0,0.00,-1.00,0.01,3.43,3.81,0.01,0.01,4.76,1.52,2.13,
34.100,7242,79.0,161.8,52.2,13.21,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.82,3.12,4.71,1.25,2.02,0.0,0.0,27.7,0.0,0.00,-1.00,0.01,3.45,3.96,0.01,0.01,4.83,1.28,2.07,
34.203,7196,79.0,161.8,0.0,11.91,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.09,3.13,4.70,0.99,2.06,0.0,0.0,28.5,0.0,0.00,-1.00,0.01,3.46,3.98,0.01,0.01,4.81,1.01,2.11,
34.300,6501,79.0,161.8,3.6,10.39,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.20,3.18,4.74,1.03,2.07,0.0,0.0,24.6,0.0,0.00,-1.00,0.01,3.43,4.04,0.01,0.01,4.85,1.06,2.12,
34.403,6605,79.0,161.8,2.6,10.57,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.42,3.20,4.67,1.04,1.95,0.0,0.0,23.5,0.0,0.00,-1.00,0.01,3.44,4.06,0.01,0.01,4.78,1.07,1.99,
34.500,7317,79.0,161.8,0.4,9.83,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.02,3.20,4.67,1.14,1.99,0.0,0.0,22.8,0.0,0.00,-1.00,0.01,3.46,4.06,0.01,0.01,4.79,1.17,2.04,
34.600,6872,79.0,161.8,13.5,9.84,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.27,3.14,4.64,1.22,2.10,0.0,0.0,24.6,0.0,0.00,-1.00,0.01,3.47,3.99,0.01,0.01,4.75,1.25,2.15,
34.700,6542,79.0,161.8,9.0,10.31,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.92,3.20,4.61,1.29,2.02,0.0,0.0,24.2,0.0,0.00,-1.00,0.01,3.42,4.06,0.01,0.01,4.72,1.32,2.07,
34.800,6601,79.0,161.8,0.0,10.25,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.40,3.17,4.68,1.45,2.07,0.0,0.0,23.9,0.0,0.00,-1.00,0.01,3.44,4.02,0.01,0.01,4.79,1.49,2.12,
34.900,6297,79.0,161.8,0.1,10.24,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.30,3.17,4.56,1.47,2.04,0.0,0.0,24.0,0.0,0.00,-1.00,0.01,3.39,4.02,0.01,0.01,4.67,1.51,2.09,
35.000,6151,79.0,161.8,0.9,10.33,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.82,3.22,4.69,1.50,2.04,0.0,0.0,24.2,0.0,0.00,-1.00,0.01,3.37,4.08,0.01,0.01,4.80,1.54,2.09,
35.100,6537,79.0,161.8,0.5,10.25,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.65,3.11,4.35,1.50,2.10,0.0,0.0,23.5,0.0,0.00,-1.00,0.01,3.45,3.95,0.01,0.01,4.45,1.53,2.15,
35.203,6393,79.0,161.8,1.2,10.16,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.84,3.16,4.65,1.48,1.99,0.0,0.0,23.1,0.0,0.00,-1.00,0.01,3.41,4.01,0.01,0.01,4.76,1.51,2.04,
35.300,6736,79.0,161.8,0.0,10.21,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.22,3.11,4.39,1.51,2.05,0.0,0.0,23.6,0.0,0.00,-1.00,0.01,3.43,3.94,0.01,0.01,4.50,1.54,2.10,
35.400,6177,79.0,161.8,4.2,9.95,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.72,3.23,4.39,1.53,2.11,0.0,0.0,24.2,0.0,0.00,-1.00,0.01,3.33,4.10,0.01,0.01,4.49,1.57,2.16,
35.500,6372,79.0,161.8,1.2,10.34,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.52,3.07,3.93,1.62,2.12,0.0,0.0,23.8,0.0,0.00,-1.00,0.01,3.32,3.90,0.01,0.01,4.03,1.66,2.17,
35.600,6820,79.0,161.8,0.0,10.06,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.97,3.11,4.45,1.56,2.08,0.0,0.0,23.6,0.0,0.00,-1.00,0.01,3.42,3.95,0.01,0.01,4.56,1.60,2.13,
35.703,6187,79.0,161.8,3.0,10.15,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,67.52,3.17,4.57,1.57,2.13,0.0,0.0,23.1,0.0,0.00,-1.00,0.01,3.20,4.03,0.01,0.01,4.68,1.60,2.18,
35.800,6054,79.0,161.8,0.2,10.42,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.52,3.20,4.58,1.57,2.07,0.0,0.0,22.9,0.0,0.00,-1.00,0.01,3.24,4.06,0.01,0.01,4.69,1.60,2.12,
35.903,5689,79.0,161.8,0.0,10.72,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,62.70,3.16,4.54,1.58,2.10,0.0,0.0,21.9,0.0,0.00,-1.00,0.01,3.01,4.02,0.01,0.01,4.65,1.61,2.15,
36.000,5372,79.0,161.8,0.0,10.93,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,61.38,3.17,4.62,1.62,2.04,0.0,0.0,21.3,0.0,0.00,-1.00,0.01,2.96,4.03,0.01,0.01,4.73,1.66,2.09,
36.100,5144,79.0,161.8,0.0,11.31,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,56.92,3.11,4.73,1.60,2.13,0.0,0.0,19.6,0.0,0.00,-1.00,0.01,2.78,3.95,0.01,0.01,4.84,1.64,2.18,
36.200,4922,79.0,161.8,0.0,11.51,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.92,3.32,4.67,1.58,1.91,0.0,0.0,19.1,0.0,0.00,-1.00,0.01,2.70,4.21,0.01,0.01,4.79,1.62,1.95,
36.300,4267,79.0,161.8,0.0,11.98,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,43.34,3.11,4.76,1.58,2.14,0.0,0.0,18.6,0.0,0.00,-1.00,0.01,2.23,3.95,0.01,0.01,4.88,1.62,2.19,
36.400,3527,79.0,161.8,6.0,12.37,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,34.77,3.09,4.75,1.56,2.14,0.0,0.0,17.8,0.0,0.00,-1.00,0.01,1.89,3.92,0.01,0.01,4.87,1.60,2.19,
36.500,3153,79.0,161.8,0.0,13.05,12.40,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,26.22,3.21,4.81,1.60,2.14,0.0,0.0,17.6,0.0,0.00,-1.00,0.01,1.55,4.08,0.01,0.01,4.93,1.64,2.19,
36.600,3352,79.0,161.8,0.9,13.01,12.40,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,30.02,3.06,4.78,1.63,2.14,0.0,0.0,16.7,0.0,0.00,-1.00,0.01,1.70,3.88,0.01,0.01,4.89,1.67,2.19,
36.700,2770,79.0,161.8,0.0,13.31,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,24.30,3.16,4.81,1.60,2.14,0.0,0.0,15.8,0.0,0.00,-1.00,0.01,1.47,4.01,0.01,0.01,4.93,1.64,2.19,
36.800,2270,79.0,161.8,0.0,13.62,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,18.67,3.26,4.81,1.61,2.14,0.0,0.0,14.9,0.0,0.00,-1.00,0.01,1.25,4.14,0.01,0.01,4.92,1.65,2.19,
36.900,1645,79.0,161.8,0.8,13.99,12.50,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,12.59,3.10,4.81,1.60,2.14,0.0,0.0,14.1,0.0,0.00,-1.00,0.01,1.00,3.94,0.01,0.01,4.93,1.64,2.19,
37.000,1350,79.0,161.8,30.9,14.33,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,6.75,3.10,4.80,1.59,2.14,0.0,0.0,13.1,0.0,0.00,-1.00,0.01,0.77,3.94,0.01,0.01,4.92,1.63,2.19,
37.100,933,79.0,161.8,64.0,14.42,11.60,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,2.25,3.25,4.81,1.61,2.14,0.0,0.0,12.4,0.0,0.00,-1.00,0.01,0.59,4.13,0.01,0.01,4.93,1.65,2.19,
37.200,933,79.0,161.8,0.0,14.39,11.60,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,1.02,3.12,4.81,1.63,2.14,0.0,0.0,11.4,0.0,0.00,-1.00,0.01,0.54,3.96,0.01,0.01,4.93,1.67,2.19,
37.300,933,79.0,161.8,4.3,14.39,11.50,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,0.92,3.07,4.81,1.64,2.14,0.0,0.0,10.3,0.0,0.00,-1.00,0.01,0.54,3.90,0.01,0.01,4.93,1.68,2.19,
37.400,933,79.0,161.8,6.2,14.39,11.50,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.97,3.21,4.81,1.63,2.14,0.0,0.0,9.5,0.0,0.00,-1.00,0.01,0.54,4.07,0.01,0.01,4.93,1.67,2.19,
37.500,933,79.0,161.8,4.9,14.39,11.50,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,0.95,3.19,4.81,1.63,2.14,0.0,0.0,8.3,0.0,0.00,-1.00,0.01,0.54,4.05,0.01,0.01,4.93,1.67,2.19,
37.600,933,79.0,161.8,6.1,14.39,11.40,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,0.92,3.12,4.81,1.63,2.14,0.0,0.0,7.4,0.0,0.00,-1.00,0.01,0.54,3.95,0.01,0.01,4.93,1.67,2.19,
37.700,933,79.0,161.8,6.2,14.39,11.40,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,0.95,3.13,4.81,1.63,2.14,0.0,0.0,6.5,0.0,0.00,-1.00,0.01,0.54,3.97,0.01,0.01,4.93,1.67,2.19,
37.800,933,79.0,161.8,1.0,14.39,11.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.97,3.16,4.81,1.63,2.14,0.0,0.0,6.2,0.0,0.00,-1.00,0.01,0.54,4.02,0.01,0.01,4.93,1.67,2.19,
37.900,933,79.0,161.8,3.7,14.39,11.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.13,4.81,1.63,2.14,0.0,0.0,5.6,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.67,2.19,
38.000,933,79.0,161.8,5.1,14.39,11.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.12,4.81,1.64,2.14,0.0,0.0,5.4,0.0,0.00,-1.00,0.01,0.54,3.96,0.01,0.01,4.93,1.68,2.19,
38.100,933,79.0,161.8,4.3,14.42,11.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,0.95,3.14,4.81,1.63,2.14,0.0,0.0,4.9,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.67,2.19,
